CODIGO;URL;HTTP;FICHA_JERARQUIA_TXT;FICHA_JERARQUIA_NUM;FICHA_ALTITUD_M;FICHA_TOPONIMIA;INGRESO_TIPO;INGRESO_OBS;TARIFA_SOLES;EPOCA_PROPICIA;EPOCA_ESPECIFICACION;HORA_VISITA;N_ACTIVIDADES;ACTIVIDADES;N_TRAMOS;ACCESO_KM;ACCESO_MIN;ACCESO_MEDIOS;ACCESO_VIAS;VISITANTES_NAC;VISITANTES_EXT;VISITANTES_LOC;VISITANTES_ANIO;N_SERV_ALOJAMIENTO;N_SERV_ALIMENTACION;TABLAS_RECONOCIDAS
12847;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12847;200;1;1;4865;;Semi-restringido(previo permiso);"Libre	Previo permiso del presidente de la comunidad para el acceso del recurso sr. Alejandro Roa Mamani
X	Semi-restringido (previo permiso)	Cel: 984667795";;Esporádicamente - Algunos meses;--;"08:00 a.m.
                                -
                                04:00 p.m. Desde el mes de Abril hasta No";6;Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje | Deportes / Aventura>Caminata/Trekking;5;162.0;38;A pie | Automóvil particular | Camioneta doble tracción;Asfaltado | Camino de Herradura | Trocha carrozable;2160;;8640;2024;3;5;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12846;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12846;200;1;1;4706;Quillca o Kilca=pictogramas, marcas o escritura;Semi-restringido(previo permiso);"Previo permiso del presidente de la comunidad para el acceso del recurso sr. Florentino Churata Huaracha
Cel:951 453277";;Esporádicamente - Algunos meses;--;"08:00 a.m.
                                -
                                04:00 p.m. Desde el mes de Abril hasta No";5;Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje;4;176.0;80;Camioneta doble tracción | Mini bus turístico;Asfaltado | Trocha carrozable;96;;1200;2024;3;4;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
13246;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13246;200;1;1;95;;Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc);Precio: Niños: S/5.00 Adultos: S/15.00 Extranjeros: S/15.00;15.0;Todo el Año;--;"08:00 a.m.
                                -
                                04:30 p.m. Lunes - Domingo";3;Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Naturaleza>Observación de flora;3;31.43;34;A pie | Bote | Mototaxi;Asfaltado | Trocha carrozable;279;167;1151;2023;2;2;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12848;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12848;200;1;1;4027;;Semi-restringido(previo permiso);"Previa inscripción en el Área de Desarrollo Turístico de la municipalidad distrital de Marangani.
Responsable :Lic.  Luis Escobar Gómez          
Cel:985203753";;Todo el Año;--;"04:00 p.m.
                                -
                                08:00 p.m. El uso de telescopios en tempo";4;Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Otros>Otros(Especificar) | Naturaleza>Observación de paisaje;4;154.8;33;Camioneta doble tracción | Mini bus turístico;Afirmado | Asfaltado | Trocha carrozable;240;;1440;2024;2;5;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12871;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12871;200;1;1;2827;Orga, es una palabra distorsionada, Debe de ser Korga, que es una palabra mochica que significa cerro macizo y fuerte;Libre;;;Esporádicamente - Algunos meses;--;"07:00 a.m.
                                -
                                06:00 p.m. Llevar: zapatillas, gorro, bot";5;Cultura y Folclore>Actividades Religiosas o Patronales | Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje | Deportes / Aventura>Caminata/Trekking;2;73.0;115;A pie | Bus público;Asfaltado | Camino de Herradura;1;180;19080;2023;2;2;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12873;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12873;200;1;1;2110;La palabra Marto, es una distorsión del vocablo quechua Marko, que significa, lugar de las plantas de altamisa.;Libre;;;Esporádicamente - Algunos meses;--;"07:00 a.m.
                                -
                                06:00 p.m. Llevar: zapatillas, gorro, bot";4;Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje | Deportes / Aventura>Caminata/Trekking;2;68.0;160;A pie | Bus público;Asfaltado | Camino de Herradura;1530;1260;25650;2023;2;2;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12850;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12850;200;1;1;4549;Yana = negro, qocha = laguna;Semi-restringido(previo permiso);"Previo permiso del presidente de la comunidad para el acceso del recurso sr. Prudencio Cruz Torrez
Cel:910494548";;Esporádicamente - Algunos meses;--;"08:00 a.m.
                                -
                                04:00 p.m. Los meses de Abril a Diciembre";6;Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje | Deportes / Aventura>Caminata/Trekking;4;166.0;55;Camioneta doble tracción | Mini bus turístico;Asfaltado | Trocha carrozable;168;;828;2024;3;5;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12845;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12845;200;1;1;5310;Quillca o Kilca = pictogramas, marcas o  el acto y arte de escribir;Semi-restringido(previo permiso);"Previo permiso del presidente de la comunidad para el acceso del recurso sr. Florentino Churata Huaracha
Cel:951453277";;Esporádicamente - Algunos meses;--;"08:00 a.m.
                                -
                                04:00 p.m. Desde el mes de  Abril a Dicie";7;Otros>Toma de fotografías y filmaciones | Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje | Deportes / Aventura>Caminata/Trekking | Deportes / Aventura>Camping | Deportes / Aventura>Montañismo;4;177.0;1230;Camioneta doble tracción | Mini bus turístico;Asfaltado | Trocha carrozable;96;;1200;2024;3;5;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12863;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12863;200;1;1;2315;"Término quechua ""Pukio"" - Puquiales, que significa  manantial u ojo de agua.";Libre;;;Todo el Año;--;"07:00 a.m.
                                -
                                06:00 p.m. Debe llevar buenas zapatillas,";4;Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje | Deportes / Aventura>Caminata/Trekking;2;68.0;135;A pie | Bus público;Asfaltado;1;90;11790;2023;2;2;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12849;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12849;200;1;1;4332;Paqcha =  Cascada : Sirena = Ser mitológico;Semi-restringido(previo permiso);"Previo permiso del presidente de la comunidad para el acceso del recurso sr. Alejandro Roa Mamani
Cel: 984667795";;Esporádicamente - Algunos meses;--;"08:00 a.m.
                                -
                                04:00 p.m. En los meses de Abril a Noviem";6;Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje | Deportes / Aventura>Caminata/Trekking;5;160.0;78;A pie | Camioneta doble tracción | Mini bus turístico;Asfaltado | Camino de Herradura | Trocha carrozable;2160;;8640;2024;3;4;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12854;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12854;200;No aplica;;2251;;;;;;;;;;;;;;;;;;;;;cabecera
12862;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12862;200;1;1;23740;Tudum, es un vocablo mochica, que, significa lugar de plantas medicinales o que ahí se realizaban curaciones;Libre;;;Todo el Año;--;"07:00 a.m.
                                -
                                06:00 p.m. Llevar: zapatillas, gorro, bot";4;Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje | Deportes / Aventura>Caminata/Trekking;2;68.0;135;A pie | Bus público;Asfaltado | Trocha carrozable;1;90;11790;2023;2;2;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
13113;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13113;200;2;2;104;;Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc);Precios: Adultos: S/. 20.00 / Niños: S/. 10.00  / Extranjeros: S/. 30.00;30.0;Todo el Año;--;"09:00 a.m.
                                -
                                04:00 p.m. De martes a domingo";2;Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación;2;11.0;53;Bus público | Mototaxi;Afirmado | Asfaltado;725;292;5049;2023;5;5;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12866;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12866;200;No aplica;;3169;DEL QUECHUA WAMAN = HALCÓN Y CHUCO = GORRO, ES DECIR GORRO DE HALCÓN;Libre;;;;;;6;Otros>Toma de fotografías y filmaciones | Naturaleza>Observación de paisaje | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Cultura y Folclore>Ferias | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.) | Otros>Compra de productos regionales;;;;;;;;;;;;actividades|cabecera|ingreso
13637;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13637;200;POR JERARQUIZAR;;94;;Libre;;;Todo el Año;--;"08:00 a.m.
                                -
                                05:00 p.m. Lunes a domingos";7;Otros>Compras de artesanía/souvenir | Otros>Toma de fotografías y filmaciones | Deportes acuáticos>Natación | Naturaleza>Observación de paisaje | Cultura y Folclore>Visita y participación en actividades de vida cotidiana de la comunidad | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.) | Cultura y Folclore>Participación y/u observación del proceso de elaboración de productos locales;3;27.5;80;Mototaxi;Asfaltado;5586;4140;9540;2025;5;5;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12890;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12890;200;1;1;150;;Libre;;;Todo el Año;--;"06:00 a.m.
                                -
                                06:00 p.m. En horas de la mañana llevar s";3;Otros>Toma de fotografías y filmaciones | Naturaleza>Observación de paisaje | Deportes / Aventura>Caminata/Trekking;2;184.0;20;Automóvil particular | Bus público;Asfaltado;180;;4590;2023;3;5;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12881;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12881;200;No aplica;;15;;;;;;;;4;Otros>Toma de fotografías y filmaciones | Deportes acuáticos>Pesca deportiva | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Cultura y Folclore>Ferias;;;;;;;;;;;;actividades|cabecera
13287;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13287;200;1;1;85;;Libre;;;Todo el Año;--;"07:00 a.m.
                                -
                                11:00 p.m. Lunes - Domingo";5;Otros>Toma de fotografías y filmaciones | Otros>Otros(Especificar) | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Cultura y Folclore>Ferias | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.);3;19.6;52;Mototaxi;Asfaltado;3600;4590;5220;2024;3;5;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12880;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12880;200;No aplica;;360;;;;;;;;4;Otros>Toma de fotografías y filmaciones | Deportes acuáticos>Pesca deportiva | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Cultura y Folclore>Ferias;;;;;;;;;;;;actividades|cabecera
12868;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12868;200;No aplica;;70;;;;;;;;3;Otros>Compras de artesanía/souvenir | Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Actividades Religiosas o Patronales;;;;;;;;;;;;actividades|cabecera
12875;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12875;200;No aplica;;26;;;;;;;;5;Otros>Toma de fotografías y filmaciones | Paseos>Paseos en lancha o canoa | Deportes acuáticos>Canotaje / Rafting | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Cultura y Folclore>Ferias;;;;;;;;;;;;actividades|cabecera
12874;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12874;200;No aplica;;2880;;;;;;;;8;Otros>Compras de artesanía/souvenir | Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Actividades Religiosas o Patronales | Cultura y Folclore>Rituales místicos o tradicionales | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Cultura y Folclore>Ferias | Cultura y Folclore>Visita y participación en actividades de vida cotidiana de la comunidad | Otros>Compra de productos regionales;;;;;;;;;;;;actividades|cabecera
12916;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12916;200;2;2;2520;;Libre;;;Todo el Año;--;"08:00 a.m.
                                -
                                04:00 p.m. El recurso está abierto todo e";9;Otros>Toma de fotografías y filmaciones | Otros>Realización de eventos | Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje | Cultura y Folclore>Rituales místicos o tradicionales | Deportes / Aventura>Caminata/Trekking | Deportes / Aventura>Escalada en roca | Paseos>Paseos en bicicleta;3;79.8;44;Automóvil particular | Bus público;Asfaltado;2662;117;150;2023;2;6;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12889;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12889;200;2;2;3850;Paculpunan proviene del antiguo quechua Tarama “Pacupununan” que significa donde duermen las alpacas;Libre;;;Esporádicamente - Algunos meses;--;"08:00 a.m.
                                -
                                04:00 p.m. Los meses señalados correspond";6;Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje | Deportes / Aventura>Caminata/Trekking;3;37.0;75;Automóvil particular;Afirmado | Asfaltado;1350;270;720;2023;3;6;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12879;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12879;200;2;2;4290;Proviene de dos voces quechuas Anta que significa rojo y Cocha que significa laguna, por tanto, Antacocha significa laguna roja.;Libre;;;Esporádicamente - Algunos meses;--;"08:00 a.m.
                                -
                                02:00 p.m. Los meses indicados correspond";6;Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje | Deportes / Aventura>Caminata/Trekking;3;46.0;60;Automóvil particular;Afirmado | Asfaltado;2250;270;270;2023;3;6;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
